t,i,x,x',x'',e(t),integral(e(t)),d(e(t))/dt
6.22,1.00107,5.00025,0.000622249,-0.0200892,-0.000242429,0.00341222,-0.00101498
6.23,1.00108,5.00026,0.000421358,-0.0201129,-0.000250637,0.0034098,-0.000820822
6.24,1.00107,5.00026,0.000220229,-0.0199323,-0.000256859,0.00340729,-0.000622249
6.25,1.00105,5.00026,2.09E-05,-0.0195535,-0.000261073,0.00340472,-0.000421358
6.26,1.00102,5.00026,-0.00017463,-0.0189843,-0.000263275,0.00340211,-0.000220229
6.27,1.00098,5.00026,-0.000364473,-0.0182343,-0.000263484,0.00339948,-2.09E-05
6.28,1.00093,5.00026,-0.000546816,-0.0173147,-0.000261738,0.00339684,0.00017463
6.29,1.00088,5.00025,-0.000719963,-0.0162383,-0.000258093,0.00339423,0.000364473
6.3,1.00081,5.00025,-0.000882347,-0.0150192,-0.000252625,0.00339165,0.000546816
6.31,1.00074,5.00024,-0.00103254,-0.0136727,-0.000245426,0.00338912,0.000719963
6.32,1.00067,5.00023,-0.00116927,-0.0122149,-0.000236602,0.00338667,0.000882347
6.33,1.00059,5.00021,-0.00129141,-0.0106628,-0.000226277,0.0033843,0.00103254
6.34,1.0005,5.0002,-0.00139804,-0.00903422,-0.000214584,0.00338204,0.00116927
6.35,1.00041,5.00019,-0.00148839,-0.00734706,-0.00020167,0.00337989,0.00129141
6.36,1.00032,5.00017,-0.00156186,-0.00561963,-0.000187689,0.00337787,0.00139804
6.37,1.00023,5.00016,-0.00161805,-0.00387024,-0.000172806,0.003376,0.00148839
6.38,1.00014,5.00014,-0.00165675,-0.00211703,-0.000157187,0.00337427,0.00156186
6.39,1.00004,5.00012,-0.00167792,-0.000377839,-0.000141007,0.0033727,0.00161805
6.4,0.999954,5.00011,-0.0016817,0.00133003,-0.000124439,0.00337129,0.00165675
6.41,0.999866,5.00009,-0.0016684,0.00298994,-0.00010766,0.00337004,0.00167792
6.42,0.999781,5.00007,-0.0016385,0.00458607,-9.08E-05,0.00336897,0.0016817
6.43,0.9997,5.00006,-0.00159264,0.00610357,-7.42E-05,0.00336806,0.0016684
6.44,0.999624,5.00004,-0.00153161,0.00752869,-5.78E-05,0.00336732,0.0016385
6.45,0.999554,5.00003,-0.00145632,0.0088489,-4.18E-05,0.00336674,0.00159264
6.46,0.99949,5.00001,-0.00136783,0.010053,-2.65E-05,0.00336632,0.00153161
6.47,0.999432,5,-0.0012673,0.0111311,-1.20E-05,0.00336605,0.00145632
6.48,0.999381,4.99999,-0.00115599,0.0120749,1.71E-06,0.00336593,0.00136783
6.49,0.999338,4.99997,-0.00103524,0.0128775,1.44E-05,0.00336595,0.0012673
6.5,0.999302,4.99996,-0.000906467,0.0135338,2.59E-05,0.0033661,0.00115599
6.51,0.999275,4.99995,-0.000771129,0.01404,3.63E-05,0.00336636,0.00103524
6.52,0.999255,4.99995,-0.000630729,0.014394,4.54E-05,0.00336672,0.000906467
6.53,0.999244,4.99994,-0.000486788,0.0145954,5.31E-05,0.00336717,0.000771129
6.54,0.99924,4.99994,-0.000340835,0.0146451,5.94E-05,0.0033677,0.000630729
6.55,0.999245,4.99993,-0.000194384,0.0145457,6.42E-05,0.0033683,0.000486788
6.56,0.999257,4.99993,-4.89E-05,0.0143013,6.77E-05,0.00336894,0.000340835
6.57,0.999276,4.99993,9.41E-05,0.0139171,6.96E-05,0.00336962,0.000194384
6.58,0.999303,4.99993,0.000233257,0.0133999,7.01E-05,0.00337031,4.89E-05
6.59,0.999336,4.99993,0.000367256,0.0127576,6.91E-05,0.00337101,-9.41E-05
6.6,0.999375,4.99994,0.000494831,0.0119991,6.68E-05,0.0033717,-0.000233257
6.61,0.999421,4.99994,0.000614823,0.0111346,6.31E-05,0.00337237,-0.000367256
6.62,0.999471,4.99995,0.000726168,0.0101747,5.82E-05,0.003373,-0.000494831
6.63,0.999525,4.99996,0.000827915,0.0091312,5.20E-05,0.00337358,-0.000614823
6.64,0.999584,4.99996,0.000919227,0.00801626,4.48E-05,0.00337411,-0.000726168
6.65,0.999646,4.99997,0.00099939,0.0068426,3.65E-05,0.00337455,-0.000827915
6.66,0.99971,4.99998,0.00106782,0.00562325,2.73E-05,0.00337492,-0.000919227
6.67,0.999776,4.99999,0.00112405,0.00437146,1.73E-05,0.00337519,-0.00099939
6.68,0.999843,5,0.00116776,0.00310054,6.64E-06,0.00337536,-0.00106782
6.69,0.99991,5.00002,0.00119877,0.00182374,-4.60E-06,0.00337543,-0.00112405
6.7,0.999977,5.00003,0.00121701,0.000554092,-1.63E-05,0.00337539,-0.00116776
6.71,1.00004,5.00004,0.00122255,-0.000695698,-2.83E-05,0.00337522,-0.00119877
6.72,1.00011,5.00005,0.00121559,-0.00191338,-4.04E-05,0.00337494,-0.00121701
6.73,1.00017,5.00006,0.00119646,-0.00308726,-5.27E-05,0.00337454,-0.00122255
6.74,1.00023,5.00008,0.00116558,-0.00420634,-6.48E-05,0.00337401,-0.00121559
6.75,1.00029,5.00009,0.00112352,-0.00526038,-7.68E-05,0.00337336,-0.00119646
6.76,1.00034,5.0001,0.00107092,-0.00624002,-8.84E-05,0.00337259,-0.00116558
6.77,1.00039,5.00011,0.00100852,-0.00713681,-9.97E-05,0.00337171,-0.00112352
6.78,1.00043,5.00012,0.000937148,-0.00794334,-0.000110381,0.00337071,-0.00107092
6.79,1.00047,5.00013,0.000857714,-0.00865326,-0.000120467,0.00336961,-0.00100852
6.8,1.0005,5.00014,0.000771182,-0.00926129,-0.000129838,0.0033684,-0.000937148
6.81,1.00053,5.00015,0.000678569,-0.00976334,-0.000138415,0.0033671,-0.000857714
6.82,1.00055,5.00015,0.000580935,-0.0101564,-0.000146127,0.00336572,-0.000771182
6.83,1.00056,5.00016,0.000479371,-0.0104388,-0.000152913,0.00336426,-0.000678569
6.84,1.00057,5.00016,0.000374983,-0.0106098,-0.000158722,0.00336273,-0.000580935
6.85,1.00058,5.00017,0.000268885,-0.0106699,-0.000163516,0.00336114,-0.000479371
6.86,1.00058,5.00017,0.000162185,-0.0106208,-0.000167266,0.00335951,-0.000374983
6.87,1.00057,5.00017,5.60E-05,-0.0104651,-0.000169954,0.00335784,-0.000268885
6.88,1.00055,5.00017,-4.87E-05,-0.0102067,-0.000171576,0.00335614,-0.000162185
6.89,1.00054,5.00017,-0.000150741,-0.00985004,-0.000172136,0.00335442,-5.60E-05
6.9,1.00051,5.00017,-0.000249241,-0.00940089,-0.000171649,0.0033527,4.87E-05
6.91,1.00049,5.00017,-0.00034325,-0.0088656,-0.000170142,0.00335098,0.000150741
6.92,1.00045,5.00016,-0.000431906,-0.00825136,-0.000167649,0.00334928,0.000249241
6.93,1.00042,5.00016,-0.00051442,-0.00756596,-0.000164217,0.0033476,0.00034325
6.94,1.00038,5.00015,-0.000590079,-0.0068178,-0.000159898,0.00334596,0.000431906
6.95,1.00034,5.00015,-0.000658257,-0.0060157,-0.000154754,0.00334436,0.00051442
6.96,1.00029,5.00014,-0.000718414,-0.00516889,-0.000148853,0.00334282,0.000590079
6.97,1.00025,5.00014,-0.000770103,-0.00428684,-0.00014227,0.00334133,0.000658257
6.98,1.0002,5.00013,-0.000812972,-0.0033792,-0.000135086,0.0033399,0.000718414
6.99,1.00015,5.00012,-0.000846764,-0.00245565,-0.000127385,0.00333855,0.000770103
7,1.0001,5.00011,-0.00087132,-0.00152589,-0.000119255,0.00333728,0.000812972
7.01,1.00005,5.0001,-0.000886579,-0.00059943,-0.000110788,0.00333609,0.000846764
7.02,1,5.00009,-0.000892573,0.000314408,-0.000102075,0.00333498,0.00087132
7.03,0.999955,5.00008,-0.000889429,0.00120664,-9.32E-05,0.00333396,0.000886579
7.04,0.99991,5.00008,-0.000877363,0.00206867,-8.43E-05,0.00333303,0.000892573
7.05,0.999866,5.00007,-0.000856676,0.00289238,-7.54E-05,0.00333218,0.000889429
7.06,0.999824,5.00006,-0.000827753,0.00367023,-6.66E-05,0.00333143,0.000877363
7.07,0.999786,5.00005,-0.00079105,0.00439527,-5.80E-05,0.00333076,0.000856676
7.08,0.99975,5.00004,-0.000747097,0.00506123,-4.98E-05,0.00333018,0.000827753
7.09,0.999718,5.00003,-0.000696485,0.00566258,-4.19E-05,0.00332969,0.00079105
7.1,0.99969,5.00003,-0.000639859,0.00619452,-3.44E-05,0.00332927,0.000747097
7.11,0.999665,5.00002,-0.000577914,0.00665308,-2.74E-05,0.00332892,0.000696485
7.12,0.999644,5.00002,-0.000511383,0.00703511,-2.10E-05,0.00332865,0.000639859
7.13,0.999628,5.00001,-0.000441032,0.00733829,-1.52E-05,0.00332844,0.000577914
7.14,0.999616,5.00001,-0.000367649,0.00756113,-1.01E-05,0.00332829,0.000511383
7.15,0.999608,5,-0.000292038,0.007703,-5.72E-06,0.00332818,0.000441032
7.16,0.999604,5,-0.000215008,0.0077641,-2.05E-06,0.00332813,0.000367649
7.17,0.999604,5,-0.000137367,0.00774543,8.74E-07,0.00332811,0.000292038
7.18,0.999609,5,-5.99E-05,0.00764878,3.02E-06,0.00332812,0.000215008
7.19,0.999618,5,1.66E-05,0.00747671,4.40E-06,0.00332815,0.000137367
7.2,0.99963,5,9.13E-05,0.00723247,5.00E-06,0.00332819,5.99E-05
7.21,0.999646,5,0.000163667,0.00691997,4.83E-06,0.00332824,-1.66E-05
7.22,0.999666,5,0.000232866,0.00654375,3.92E-06,0.00332829,-9.13E-05
7.23,0.999688,5,0.000298304,0.00610889,2.28E-06,0.00332833,-0.000163667
7.24,0.999714,5,0.000359393,0.00562097,-4.74E-08,0.00332835,-0.000232866
7.25,0.999742,5.00001,0.000415603,0.00508598,-3.03E-06,0.00332835,-0.000298304
7.26,0.999772,5.00001,0.000466462,0.00451029,-6.62E-06,0.00332832,-0.000359393
7.27,0.999804,5.00002,0.000511565,0.00390053,-1.08E-05,0.00332825,-0.000415603
7.28,0.999838,5.00002,0.000550571,0.00326355,-1.54E-05,0.00332815,-0.000466462
7.29,0.999872,5.00003,0.000583206,0.00260634,-2.06E-05,0.00332799,-0.000511565
7.3,0.999908,5.00003,0.000609269,0.00193597,-2.61E-05,0.00332779,-0.000550571
7.31,0.999943,5.00004,0.000628629,0.00125946,-3.19E-05,0.00332752,-0.000583206
7.32,0.999979,5.00004,0.000641224,0.000583807,-3.80E-05,0.00332721,-0.000609269
7.33,1.00001,5.00005,0.000647062,-8.42E-05,-4.43E-05,0.00332683,-0.000628629
7.34,1.00005,5.00006,0.00064622,-0.000737909,-5.07E-05,0.00332638,-0.000641224
7.35,1.00008,5.00006,0.000638841,-0.00137103,-5.72E-05,0.00332588,-0.000647062
7.36,1.00011,5.00007,0.000625131,-0.00197756,-6.36E-05,0.0033253,-0.00064622
7.37,1.00015,5.00008,0.000605355,-0.00255188,-7.00E-05,0.00332467,-0.000638841
7.38,1.00017,5.00008,0.000579836,-0.00308884,-7.63E-05,0.00332397,-0.000625131
7.39,1.0002,5.00009,0.000548948,-0.00358374,-8.23E-05,0.00332321,-0.000605355
7.4,1.00022,5.00009,0.00051311,-0.00403242,-8.81E-05,0.00332238,-0.000579836
7.41,1.00025,5.0001,0.000472786,-0.00443126,-9.36E-05,0.0033215,-0.000548948
7.42,1.00026,5.0001,0.000428474,-0.00477723,-9.87E-05,0.00332056,-0.00051311
7.43,1.00028,5.00011,0.000380701,-0.00506789,-0.000103463,0.00331958,-0.000472786
7.44,1.00029,5.00011,0.000330022,-0.0053014,-0.000107747,0.00331854,-0.000428474
7.45,1.0003,5.00011,0.000277008,-0.00547656,-0.000111554,0.00331747,-0.000380701
7.46,1.00031,5.00012,0.000222243,-0.00559275,-0.000114855,0.00331635,-0.000330022
7.47,1.00031,5.00012,0.000166315,-0.00565,-0.000117625,0.0033152,-0.000277008
7.48,1.00031,5.00012,0.000109815,-0.0056489,-0.000119847,0.00331403,-0.000222243
7.49,1.00031,5.00012,5.33E-05,-0.00559064,-0.00012151,0.00331283,-0.000166315
7.5,1.0003,5.00012,-2.58E-06,-0.00547696,-0.000122608,0.00331161,-0.000109815
7.51,1.0003,5.00012,-5.73E-05,-0.00531013,-0.000123142,0.00331039,-5.33E-05
7.52,1.00028,5.00012,-0.000110451,-0.00509291,-0.000123116,0.00330915,2.58E-06
7.53,1.00027,5.00012,-0.00016138,-0.00482852,-0.000122542,0.00330792,5.73E-05
7.54,1.00025,5.00012,-0.000209665,-0.00452057,-0.000121438,0.0033067,0.000110451
7.55,1.00024,5.00012,-0.000254871,-0.00417308,-0.000119824,0.00330548,0.00016138
7.56,1.00022,5.00012,-0.000296602,-0.00379034,-0.000117727,0.00330428,0.000209665
7.57,1.00019,5.00011,-0.000334505,-0.00337695,-0.000115179,0.00330311,0.000254871
7.58,1.00017,5.00011,-0.000368275,-0.00293771,-0.000112213,0.00330196,0.000296602
7.59,1.00015,5.00011,-0.000397652,-0.00247758,-0.000108868,0.00330083,0.000334505
7.6,1.00012,5.0001,-0.000422428,-0.00200166,-0.000105185,0.00329974,0.000368275
7.61,1.0001,5.0001,-0.000442444,-0.00151506,-0.000101208,0.00329869,0.000397652
7.62,1.00007,5.00009,-0.000457595,-0.00102293,-9.70E-05,0.00329768,0.000422428
7.63,1.00004,5.00009,-0.000467824,-0.000530363,-9.26E-05,0.00329671,0.000442444
7.64,1.00002,5.00008,-0.000473128,-4.24E-05,-8.80E-05,0.00329579,0.000457595
7.65,0.999993,5.00008,-0.000473551,0.000436254,-8.33E-05,0.00329491,0.000467824
7.66,0.999969,5.00007,-0.000469189,0.000900806,-7.86E-05,0.00329407,0.000473128
7.67,0.999945,5.00007,-0.000460181,0.00134689,-7.38E-05,0.00329329,0.000473551
7.68,0.999923,5.00006,-0.000446712,0.00177035,-6.91E-05,0.00329255,0.000469189
7.69,0.999902,5.00006,-0.000429008,0.00216738,-6.45E-05,0.00329186,0.000460181
7.7,0.999882,5.00006,-0.000407334,0.00253448,-6.01E-05,0.00329121,0.000446712
7.71,0.999864,5.00005,-0.00038199,0.00286854,-5.58E-05,0.00329061,0.000429008
7.72,0.999848,5.00005,-0.000353304,0.00316686,-5.17E-05,0.00329005,0.000407334
7.73,0.999834,5.00004,-0.000321636,0.00342713,-4.79E-05,0.00328954,0.00038199
7.74,0.999822,5.00004,-0.000287364,0.00364748,-4.44E-05,0.00328906,0.000353304
7.75,0.999813,5.00004,-0.00025089,0.0038265,-4.11E-05,0.00328861,0.000321636
7.76,0.999805,5.00004,-0.000212625,0.00396319,-3.83E-05,0.0032882,0.000287364
7.77,0.9998,5.00003,-0.000172993,0.00405705,-3.58E-05,0.00328782,0.00025089
7.78,0.999797,5.00003,-0.000132422,0.00410796,-3.36E-05,0.00328746,0.000212625
7.79,0.999796,5.00003,-9.13E-05,0.00411629,-3.19E-05,0.00328713,0.000172993
7.8,0.999798,5.00003,-5.02E-05,0.00408281,-3.06E-05,0.00328681,0.000132422
7.81,0.999801,5.00003,-9.35E-06,0.00400869,-2.97E-05,0.0032865,9.13E-05
7.82,0.999807,5.00003,3.07E-05,0.00389551,-2.92E-05,0.0032862,5.02E-05
7.83,0.999815,5.00003,6.97E-05,0.00374519,-2.91E-05,0.00328591,9.35E-06
7.84,0.999824,5.00003,0.000107142,0.00356,-2.94E-05,0.00328562,-3.07E-05
7.85,0.999836,5.00003,0.000142742,0.00334251,-3.01E-05,0.00328533,-6.97E-05
7.86,0.999849,5.00003,0.000176167,0.00309558,-3.11E-05,0.00328503,-0.000107142
7.87,0.999863,5.00003,0.000207123,0.00282229,-3.26E-05,0.00328472,-0.000142742
7.88,0.999878,5.00004,0.000235346,0.00252595,-3.43E-05,0.00328439,-0.000176167
7.89,0.999895,5.00004,0.000260606,0.00221,-3.64E-05,0.00328405,-0.000207123
7.9,0.999913,5.00004,0.000282706,0.00187804,-3.88E-05,0.00328368,-0.000235346
7.91,0.999931,5.00004,0.000301486,0.00153375,-4.14E-05,0.00328329,-0.000260606
7.92,0.999949,5.00005,0.000316823,0.00118086,-4.42E-05,0.00328288,-0.000282706
7.93,0.999968,5.00005,0.000328632,0.000823114,-4.72E-05,0.00328244,-0.000301486
7.94,0.999987,5.00005,0.000336863,0.000464233,-5.04E-05,0.00328197,-0.000316823
7.95,1.00001,5.00006,0.000341505,0.000107869,-5.37E-05,0.00328146,-0.000328632
7.96,1.00002,5.00006,0.000342584,-0.000242422,-5.70E-05,0.00328093,-0.000336863
7.97,1.00004,5.00006,0.00034016,-0.000583218,-6.04E-05,0.00328036,-0.000341505
7.98,1.00006,5.00007,0.000334328,-0.00091126,-6.39E-05,0.00327975,-0.000342584
7.99,1.00008,5.00007,0.000325215,-0.00122348,-6.73E-05,0.00327911,-0.00034016
8,1.00009,5.00007,0.00031298,-0.00151705,-7.06E-05,0.00327844,-0.000334328
8.01,1.00011,5.00008,0.00029781,-0.00178935,-7.39E-05,0.00327773,-0.000325215
8.02,1.00012,5.00008,0.000279916,-0.00203808,-7.70E-05,0.00327699,-0.00031298
8.03,1.00013,5.00008,0.000259536,-0.00226117,-8.00E-05,0.00327622,-0.00029781
8.04,1.00014,5.00009,0.000236924,-0.00245689,-8.28E-05,0.00327542,-0.000279916
8.05,1.00015,5.00009,0.000212355,-0.00262381,-8.54E-05,0.0032746,-0.000259536
8.06,1.00016,5.00009,0.000186117,-0.00276081,-8.77E-05,0.00327374,-0.000236924
8.07,1.00016,5.00009,0.000158509,-0.00286712,-8.99E-05,0.00327287,-0.000212355
8.08,1.00017,5.00009,0.000129838,-0.00294227,-9.17E-05,0.00327197,-0.000186117
8.09,1.00017,5.00009,0.000100415,-0.00298612,-9.33E-05,0.00327105,-0.000158509
8.1,1.00017,5.0001,7.06E-05,-0.00299888,-9.46E-05,0.00327012,-0.000129838
8.11,1.00017,5.0001,4.06E-05,-0.00298102,-9.56E-05,0.00326917,-0.000100415
8.12,1.00017,5.0001,1.08E-05,-0.00293335,-9.63E-05,0.00326821,-7.06E-05
8.13,1.00017,5.0001,-1.86E-05,-0.00285695,-9.67E-05,0.00326725,-4.06E-05
8.14,1.00016,5.0001,-4.71E-05,-0.00275318,-9.68E-05,0.00326628,-1.08E-05
8.15,1.00015,5.0001,-7.47E-05,-0.00262363,-9.66E-05,0.00326532,1.86E-05
8.16,1.00015,5.0001,-0.000100916,-0.00247013,-9.62E-05,0.00326435,4.71E-05
8.17,1.00014,5.00009,-0.000125618,-0.00229472,-9.54E-05,0.00326339,7.47E-05
8.18,1.00013,5.00009,-0.000148565,-0.00209962,-9.44E-05,0.00326243,0.000100916
8.19,1.00011,5.00009,-0.000169561,-0.0018872,-9.32E-05,0.00326149,0.000125618
8.2,1.0001,5.00009,-0.000188433,-0.00165996,-9.17E-05,0.00326056,0.000148565
8.21,1.00009,5.00009,-0.000205033,-0.00142049,-9.00E-05,0.00325964,0.000169561
8.22,1.00008,5.00009,-0.000219238,-0.00117147,-8.81E-05,0.00325874,0.000188433
8.23,1.00006,5.00008,-0.000230952,-0.000915604,-8.60E-05,0.00325786,0.000205033
8.24,1.00005,5.00008,-0.000240109,-0.000655626,-8.39E-05,0.003257,0.000219238
8.25,1.00004,5.00008,-0.000246665,-0.000394247,-8.15E-05,0.00325616,0.000230952
8.26,1.00002,5.00008,-0.000250607,-0.000134141,-7.91E-05,0.00325535,0.000240109
8.27,1.00001,5.00007,-0.000251949,0.000122086,-7.67E-05,0.00325455,0.000246665
8.28,0.999995,5.00007,-0.000250728,0.000371919,-7.42E-05,0.00325379,0.000250607
8.29,0.999983,5.00007,-0.000247009,0.000612959,-7.17E-05,0.00325305,0.000251949
8.3,0.99997,5.00007,-0.000240879,0.000842944,-6.91E-05,0.00325233,0.000250728
8.31,0.999959,5.00006,-0.00023245,0.00105977,-6.67E-05,0.00325164,0.000247009
8.32,0.999948,5.00006,-0.000221852,0.00126151,-6.43E-05,0.00325097,0.000240879
8.33,0.999938,5.00006,-0.000209237,0.00144642,-6.19E-05,0.00325033,0.00023245
8.34,0.999929,5.00006,-0.000194773,0.00161297,-5.97E-05,0.00324971,0.000221852
8.35,0.999921,5.00006,-0.000178643,0.00175985,-5.76E-05,0.00324911,0.000209237
8.36,0.999915,5.00005,-0.000161044,0.00188597,-5.57E-05,0.00324853,0.000194773
8.37,0.999909,5.00005,-0.000142185,0.00199047,-5.39E-05,0.00324798,0.000178643
8.38,0.999904,5.00005,-0.00012228,0.00207272,-5.23E-05,0.00324744,0.000161044
8.39,0.999901,5.00005,-0.000101553,0.00213235,-5.09E-05,0.00324692,0.000142185
8.4,0.999899,5.00005,-8.02E-05,0.0021692,-4.96E-05,0.00324641,0.00012228
8.41,0.999898,5.00005,-5.85E-05,0.00218336,-4.86E-05,0.00324591,0.000101553
8.42,0.999899,5.00005,-3.67E-05,0.00217515,-4.78E-05,0.00324542,8.02E-05
8.43,0.9999,5.00005,-1.50E-05,0.00214509,-4.72E-05,0.00324495,5.85E-05
8.44,0.999903,5.00005,6.50E-06,0.00209393,-4.69E-05,0.00324447,3.67E-05
8.45,0.999906,5.00005,2.74E-05,0.00202261,-4.67E-05,0.00324401,1.50E-05
8.46,0.999911,5.00005,4.77E-05,0.00193226,-4.68E-05,0.00324354,-6.50E-06
8.47,0.999916,5.00005,6.70E-05,0.00182418,-4.71E-05,0.00324307,-2.74E-05
8.48,0.999923,5.00005,8.52E-05,0.00169982,-4.75E-05,0.0032426,-4.77E-05
8.49,0.99993,5.00005,0.000102227,0.00156075,-4.82E-05,0.00324212,-6.70E-05
8.5,0.999938,5.00005,0.000117834,0.00140869,-4.91E-05,0.00324164,-8.52E-05
8.51,0.999947,5.00005,0.000131921,0.00124544,-5.01E-05,0.00324115,-0.000102227
8.52,0.999956,5.00005,0.000144376,0.00107286,-5.13E-05,0.00324065,-0.000117834
8.53,0.999965,5.00005,0.000155104,0.000892901,-5.26E-05,0.00324014,-0.000131921
8.54,0.999975,5.00006,0.000164033,0.000707525,-5.40E-05,0.00323961,-0.000144376
8.55,0.999985,5.00006,0.000171109,0.000518717,-5.56E-05,0.00323907,-0.000155104
8.56,0.999995,5.00006,0.000176296,0.000328458,-5.72E-05,0.00323852,-0.000164033
8.57,1.00001,5.00006,0.00017958,0.000138702,-5.89E-05,0.00323794,-0.000171109
8.58,1.00001,5.00006,0.000180967,-4.86E-05,-6.07E-05,0.00323735,-0.000176296
8.59,1.00002,5.00006,0.000180481,-0.000231724,-6.25E-05,0.00323675,-0.00017958
8.6,1.00003,5.00007,0.000178164,-0.00040878,-6.43E-05,0.00323612,-0.000180967
8.61,1.00004,5.00007,0.000174076,-0.000578137,-6.61E-05,0.00323548,-0.000180481
8.62,1.00005,5.00007,0.000168294,-0.000738237,-6.79E-05,0.00323482,-0.000178164
8.63,1.00006,5.00007,0.000160912,-0.000887646,-6.96E-05,0.00323414,-0.000174076
8.64,1.00007,5.00007,0.000152036,-0.00102507,-7.13E-05,0.00323344,-0.000168294
8.65,1.00007,5.00007,0.000141785,-0.00114935,-7.29E-05,0.00323273,-0.000160912
8.66,1.00008,5.00008,0.000130292,-0.0012595,-7.44E-05,0.003232,-0.000152036
8.67,1.00008,5.00008,0.000117697,-0.00135468,-7.59E-05,0.00323126,-0.000141785
8.68,1.00009,5.00008,0.00010415,-0.00143425,-7.72E-05,0.0032305,-0.000130292
8.69,1.00009,5.00008,8.98E-05,-0.00149769,-7.83E-05,0.00322973,-0.000117697
8.7,1.00009,5.00008,7.48E-05,-0.00154471,-7.94E-05,0.00322894,-0.00010415
8.71,1.0001,5.00008,5.94E-05,-0.00157514,-8.03E-05,0.00322815,-8.98E-05
8.72,1.0001,5.00008,4.36E-05,-0.00158902,-8.10E-05,0.00322735,-7.48E-05
8.73,1.0001,5.00008,2.77E-05,-0.00158654,-8.16E-05,0.00322654,-5.94E-05
8.74,1.0001,5.00008,1.19E-05,-0.00156805,-8.21E-05,0.00322572,-4.36E-05
8.75,1.00009,5.00008,-3.80E-06,-0.00153406,-8.23E-05,0.0032249,-2.77E-05
8.76,1.00009,5.00008,-1.91E-05,-0.00148524,-8.24E-05,0.00322408,-1.19E-05
8.77,1.00009,5.00008,-3.40E-05,-0.00142236,-8.24E-05,0.00322325,3.80E-06
8.78,1.00009,5.00008,-4.82E-05,-0.00134636,-8.22E-05,0.00322243,1.91E-05
8.79,1.00008,5.00008,-6.17E-05,-0.00125826,-8.19E-05,0.00322161,3.40E-05
8.8,1.00008,5.00008,-7.43E-05,-0.00115919,-8.14E-05,0.00322079,4.82E-05
8.81,1.00007,5.00008,-8.59E-05,-0.0010504,-8.08E-05,0.00321997,6.17E-05
8.82,1.00006,5.00008,-9.64E-05,-0.000933156,-8.00E-05,0.00321917,7.43E-05
8.83,1.00006,5.00008,-0.000105694,-0.000808832,-7.92E-05,0.00321837,8.59E-05
8.84,1.00005,5.00008,-0.000113783,-0.000678825,-7.82E-05,0.00321757,9.64E-05
8.85,1.00004,5.00008,-0.000120571,-0.000544565,-7.72E-05,0.00321679,0.000105694
8.86,1.00004,5.00007,-0.000126017,-0.000407496,-7.60E-05,0.00321602,0.000113783
8.87,1.00003,5.00007,-0.000130092,-0.000269062,-7.48E-05,0.00321526,0.000120571
8.88,1.00002,5.00007,-0.000132782,-0.000130692,-7.36E-05,0.00321451,0.000126017
8.89,1.00001,5.00007,-0.000134089,6.22E-06,-7.23E-05,0.00321378,0.000130092
8.9,1.00001,5.00007,-0.000134027,0.000140306,-7.09E-05,0.00321305,0.000132782
8.91,1,5.00007,-0.000132624,0.000270278,-6.96E-05,0.00321234,0.000134089
8.92,0.999993,5.00007,-0.000129921,0.000394899,-6.82E-05,0.00321165,0.000134027
8.93,0.999987,5.00007,-0.000125972,0.000513016,-6.69E-05,0.00321097,0.000132624
8.94,0.999981,5.00006,-0.000120842,0.000623564,-6.56E-05,0.0032103,0.000129921
8.95,0.999976,5.00006,-0.000114606,0.000725579,-6.44E-05,0.00320964,0.000125972
8.96,0.999971,5.00006,-0.000107351,0.000818198,-6.32E-05,0.003209,0.000120842
8.97,0.999966,5.00006,-9.92E-05,0.000900674,-6.20E-05,0.00320837,0.000114606
8.98,0.999962,5.00006,-9.02E-05,0.000972377,-6.09E-05,0.00320775,0.000107351
8.99,0.999959,5.00006,-8.04E-05,0.0010328,-5.99E-05,0.00320714,9.92E-05
9,0.999957,5.00006,-7.01E-05,0.00108155,-5.90E-05,0.00320654,9.02E-05
9.01,0.999954,5.00006,-5.93E-05,0.00111838,-5.82E-05,0.00320595,8.04E-05
9.02,0.999953,5.00006,-4.81E-05,0.00114315,-5.75E-05,0.00320536,7.01E-05
9.03,0.999952,5.00006,-3.67E-05,0.00115586,-5.69E-05,0.00320479,5.93E-05
9.04,0.999952,5.00006,-2.51E-05,0.00115661,-5.65E-05,0.00320422,4.81E-05
9.05,0.999953,5.00006,-1.36E-05,0.00114565,-5.61E-05,0.00320365,3.67E-05
9.06,0.999954,5.00006,-2.10E-06,0.00112331,-5.58E-05,0.00320309,2.51E-05
9.07,0.999956,5.00006,9.14E-06,0.00109006,-5.57E-05,0.00320254,1.36E-05
9.08,0.999958,5.00006,2.00E-05,0.00104645,-5.57E-05,0.00320198,2.10E-06
9.09,0.999961,5.00006,3.05E-05,0.000993122,-5.58E-05,0.00320142,-9.14E-06
9.1,0.999964,5.00006,4.04E-05,0.000930821,-5.60E-05,0.00320086,-2.00E-05
9.11,0.999967,5.00006,4.97E-05,0.000860354,-5.63E-05,0.0032003,-3.05E-05
9.12,0.999972,5.00006,5.83E-05,0.000782599,-5.67E-05,0.00319974,-4.04E-05
9.13,0.999976,5.00006,6.62E-05,0.000698489,-5.72E-05,0.00319917,-4.97E-05
9.14,0.999981,5.00006,7.32E-05,0.000609003,-5.78E-05,0.0031986,-5.83E-05
9.15,0.999986,5.00006,7.92E-05,0.000515155,-5.84E-05,0.00319803,-6.62E-05
