t,i,x,x',x'',e(t),integral(e(t)),d(e(t))/dt
3.17,1.02393,5.00531,-0.0178169,-0.453174,-0.00544432,0.00339512,0.00796195
3.18,1.0223,5.00514,-0.0223486,-0.421223,-0.00531425,0.00334068,0.0130064
3.19,1.02047,5.00491,-0.0265608,-0.385621,-0.00513608,0.00328754,0.0178169
3.2,1.01848,5.00465,-0.030417,-0.346825,-0.0049126,0.00323618,0.0223486
3.21,1.01633,5.00434,-0.0338853,-0.305312,-0.00464699,0.00318705,0.0265608
3.22,1.01406,5.004,-0.0369384,-0.261578,-0.00434282,0.00314058,0.030417
3.23,1.01169,5.00363,-0.0395542,-0.216126,-0.00400397,0.00309715,0.0338853
3.24,1.00926,5.00324,-0.0417155,-0.169465,-0.00363458,0.00305711,0.0369384
3.25,1.00677,5.00282,-0.0434101,-0.1221,-0.00323904,0.00302077,0.0395542
3.26,1.00427,5.00239,-0.0446311,-0.0745301,-0.00282189,0.00298838,0.0417155
3.27,1.00178,5.00194,-0.0453764,-0.027242,-0.00238779,0.00296016,0.0434101
3.28,0.999313,5.00149,-0.0456488,0.0192946,-0.00194147,0.00293628,0.0446311
3.29,0.996905,5.00103,-0.0454559,0.0646313,-0.00148771,0.00291686,0.0453764
3.3,0.994575,5.00058,-0.0448096,0.108344,-0.00103122,0.00290199,0.0456488
3.31,0.992346,5.00013,-0.0437261,0.150036,-0.000576663,0.00289167,0.0454559
3.32,0.990238,4.99969,-0.0422258,0.189344,-0.000128568,0.00288591,0.0448096
3.33,0.988269,4.99927,-0.0403323,0.225933,0.000308694,0.00288462,0.0437261
3.34,0.986456,4.99887,-0.038073,0.259508,0.000730951,0.00288771,0.0422258
3.35,0.984815,4.99848,-0.0354779,0.289807,0.00113427,0.00289502,0.0403323
3.36,0.983357,4.99813,-0.0325798,0.316608,0.001515,0.00290636,0.038073
3.37,0.982095,4.9978,-0.0294138,0.339725,0.00186978,0.00292151,0.0354779
3.38,0.981036,4.99751,-0.0260165,0.359013,0.00219558,0.00294021,0.0325798
3.39,0.980188,4.99725,-0.0224264,0.374366,0.00248972,0.00296217,0.0294138
3.4,0.979554,4.99703,-0.0186827,0.385715,0.00274988,0.00298706,0.0260165
3.41,0.979137,4.99684,-0.0148256,0.393031,0.00297415,0.00301456,0.0224264
3.42,0.978936,4.99669,-0.0108953,0.396323,0.00316098,0.0030443,0.0186827
3.43,0.978951,4.99658,-0.00693205,0.395637,0.00330923,0.00307591,0.0148256
3.44,0.979176,4.99651,-0.00297568,0.391054,0.00341818,0.003109,0.0108953
3.45,0.979604,4.99648,0.000934859,0.38269,0.0034875,0.00314319,0.00693205
3.46,0.98023,4.99649,0.00476176,0.370696,0.00351726,0.00317806,0.00297568
3.47,0.981041,4.99654,0.00846872,0.35525,0.00350791,0.00321323,-0.000934859
3.48,0.982027,4.99662,0.0120212,0.336565,0.0034603,0.00324831,-0.00476176
3.49,0.983174,4.99674,0.0153869,0.314877,0.00337561,0.00328292,-0.00846872
3.5,0.984469,4.9969,0.0185356,0.290448,0.0032554,0.00331667,-0.0120212
3.51,0.985895,4.99708,0.0214401,0.263564,0.00310153,0.00334923,-0.0153869
3.52,0.987436,4.9973,0.0240758,0.234529,0.00291617,0.00338024,-0.0185356
3.53,0.989074,4.99754,0.026421,0.203664,0.00270177,0.0034094,-0.0214401
3.54,0.990792,4.9978,0.0284577,0.171305,0.00246101,0.00343642,-0.0240758
3.55,0.99257,4.99809,0.0301707,0.137797,0.0021968,0.00346103,-0.026421
3.56,0.994389,4.99839,0.0315487,0.103493,0.00191223,0.003483,-0.0284577
3.57,0.99623,4.9987,0.0325836,0.0687494,0.00161052,0.00350212,-0.0301707
3.58,0.998075,4.99903,0.0332711,0.0339217,0.00129503,0.00351823,-0.0315487
3.59,0.999905,4.99936,0.0336104,-0.000636808,0.000969195,0.00353118,-0.0325836
3.6,1.0017,4.9997,0.033604,-0.0345804,0.000636483,0.00354087,-0.0332711
3.61,1.00345,5.00004,0.0332582,-0.067574,0.00030038,0.00354723,-0.0336104
3.62,1.00512,5.00037,0.0325824,-0.0992964,-3.56602e-05,0.00355024,-0.033604
3.63,1.00672,5.00069,0.0315895,-0.129444,-0.000368242,0.00354988,-0.0332582
3.64,1.00821,5.00101,0.030295,-0.157734,-0.000694066,0.0035462,-0.0325824
3.65,1.0096,5.00131,0.0287177,-0.183906,-0.00100996,0.00353926,-0.0315895
3.66,1.01086,5.0016,0.0268786,-0.207726,-0.00131291,0.00352916,-0.030295
3.67,1.01199,5.00187,0.0248014,-0.22899,-0.00160009,0.00351603,-0.0287177
3.68,1.01297,5.00212,0.0225115,-0.247521,-0.00186887,0.00350003,-0.0268786
3.69,1.0138,5.00234,0.0200363,-0.263176,-0.00211689,0.00348134,-0.0248014
3.7,1.01448,5.00254,0.0174045,-0.275845,-0.002342,0.00346017,-0.0225115
3.71,1.015,5.00272,0.0146461,-0.285451,-0.00254237,0.00343675,-0.0200363
3.72,1.01536,5.00286,0.0117915,-0.291952,-0.00271641,0.00341133,-0.0174045
3.73,1.01555,5.00298,0.00887202,-0.295339,-0.00286287,0.00338416,-0.0146461
3.74,1.01558,5.00307,0.00591863,-0.295637,-0.00298079,0.00335553,-0.0117915
3.75,1.01546,5.00313,0.00296225,-0.292904,-0.00306951,0.00332573,-0.00887202
3.76,1.01518,5.00316,3.32152e-05,-0.287227,-0.00312869,0.00329503,-0.00591863
3.77,1.01475,5.00316,-0.00283906,-0.278726,-0.00315832,0.00326374,-0.00296225
3.78,1.01418,5.00313,-0.00562632,-0.267546,-0.00315865,0.00323216,-3.32152e-05
3.79,1.01348,5.00307,-0.00830178,-0.253858,-0.00313026,0.00320057,0.00283906
3.8,1.01266,5.00299,-0.0108404,-0.237857,-0.00307399,0.00316927,0.00562632
3.81,1.01173,5.00288,-0.0132189,-0.219755,-0.00299098,0.00313853,0.00830178
3.82,1.01069,5.00275,-0.0154165,-0.199785,-0.00288257,0.00310862,0.0108404
3.83,1.00957,5.0026,-0.0174143,-0.178191,-0.00275038,0.0030798,0.0132189
3.84,1.00837,5.00242,-0.0191962,-0.155229,-0.00259622,0.00305229,0.0154165
3.85,1.00711,5.00223,-0.0207485,-0.131165,-0.00242208,0.00302633,0.0174143
3.86,1.00581,5.00202,-0.0220602,-0.106268,-0.00223011,0.00300211,0.0191962
3.87,1.00447,5.0018,-0.0231229,-0.0808086,-0.00202263,0.00297981,0.0207485
3.88,1.00312,5.00157,-0.0239309,-0.0550582,-0.00180203,0.00295958,0.0220602
3.89,1.00176,5.00133,-0.0244815,-0.0292836,-0.0015708,0.00294156,0.0231229
3.9,1.00041,5.00109,-0.0247744,-0.00374542,-0.00133149,0.00292585,0.0239309
3.91,0.999081,5.00084,-0.0248118,0.0213045,-0.00108667,0.00291254,0.0244815
3.92,0.997789,5.00059,-0.0245988,0.0456253,-0.000838929,0.00290167,0.0247744
3.93,0.996545,5.00034,-0.0241425,0.0689891,-0.00059081,0.00289328,0.0248118
3.94,0.995361,5.0001,-0.0234526,0.0911833,-0.000344823,0.00288738,0.0245988
3.95,0.994247,4.99987,-0.0225408,0.112012,-0.000103397,0.00288393,0.0241425
3.96,0.993212,4.99964,-0.0214207,0.131296,0.000131129,0.00288289,0.0234526
3.97,0.992267,4.99943,-0.0201077,0.148877,0.000356537,0.0028842,0.0225408
3.98,0.991418,4.99923,-0.0186189,0.164617,0.000570744,0.00288777,0.0214207
3.99,0.990673,4.99904,-0.0169728,0.178398,0.000771821,0.00289348,0.0201077
4,0.990036,4.99887,-0.0151888,0.190124,0.00095801,0.0029012,0.0186189
4.01,0.989511,4.99872,-0.0132875,0.199721,0.00112774,0.00291078,0.0169728
4.02,0.989103,4.99859,-0.0112903,0.207137,0.00127963,0.00292205,0.0151888
4.03,0.988813,4.99847,-0.00921896,0.212342,0.0014125,0.00293485,0.0132875
4.04,0.98864,4.99838,-0.00709554,0.215328,0.0015254,0.00294897,0.0112903
4.05,0.988586,4.99831,-0.00494226,0.21611,0.00161759,0.00296423,0.00921896
4.06,0.988648,4.99826,-0.00278116,0.214721,0.00168855,0.0029804,0.00709554
4.07,0.988823,4.99823,-0.000633956,0.211216,0.00173797,0.00299729,0.00494226
4.08,0.989108,4.99823,0.0014782,0.20567,0.00176578,0.00301467,0.00278116
4.09,0.989496,4.99824,0.0035349,0.198175,0.00177212,0.00303233,0.000633956
4.1,0.989984,4.99828,0.00551665,0.188841,0.00175734,0.00305005,-0.0014782
4.11,0.990563,4.99833,0.00740506,0.177795,0.00172199,0.00306762,-0.0035349
4.12,0.991227,4.99841,0.00918301,0.165175,0.00166683,0.00308484,-0.00551665
4.13,0.991966,4.9985,0.0108348,0.151137,0.00159278,0.00310151,-0.00740506
4.14,0.992773,4.99861,0.0123461,0.135844,0.00150095,0.00311744,-0.00918301
4.15,0.993638,4.99873,0.0137046,0.119471,0.0013926,0.00313245,-0.0108348
4.16,0.99455,4.99887,0.0148993,0.1022,0.00126914,0.00314637,-0.0123461
4.17,0.995501,4.99902,0.0159213,0.0842203,0.00113209,0.00315906,-0.0137046
4.18,0.996479,4.99918,0.0167635,0.0657236,0.000983098,0.00317039,-0.0148993
4.19,0.997475,4.99934,0.0174207,0.0469048,0.000823886,0.00318022,-0.0159213
4.2,0.998477,4.99952,0.0178898,0.0279587,0.000656251,0.00318846,-0.0167635
4.21,0.999476,4.9997,0.0181694,0.00907852,0.000482044,0.00319502,-0.0174207
4.22,1.00046,4.99988,0.0182601,-0.00954627,0.000303146,0.00319984,-0.0178898
4.23,1.00143,5.00006,0.0181647,-0.0277317,0.000121452,0.00320287,-0.0181694
4.24,1.00236,5.00024,0.0178874,-0.0453012,-6.11489e-05,0.00320408,-0.0182601
4.25,1.00325,5.00042,0.0174343,-0.0620873,-0.000242796,0.00320347,-0.0181647
4.26,1.00409,5.0006,0.0168135,-0.0779331,-0.000421669,0.00320104,-0.0178874
4.27,1.00487,5.00076,0.0160341,-0.0926941,-0.000596013,0.00319683,-0.0174343
4.28,1.00559,5.00092,0.0151072,-0.106239,-0.000764147,0.00319087,-0.0168135
4.29,1.00624,5.00108,0.0140448,-0.118452,-0.000924489,0.00318323,-0.0160341
4.3,1.00681,5.00122,0.0128603,-0.129232,-0.00107556,0.00317398,-0.0151072
4.31,1.00731,5.00134,0.011568,-0.138496,-0.00121601,0.00316323,-0.0140448
4.32,1.00772,5.00146,0.010183,-0.146176,-0.00134461,0.00315107,-0.0128603
4.33,1.00805,5.00156,0.00872124,-0.152224,-0.00146029,0.00313762,-0.011568
4.34,1.00829,5.00165,0.00719899,-0.156609,-0.00156212,0.00312302,-0.010183
4.35,1.00844,5.00172,0.0056329,-0.159317,-0.00164933,0.0031074,-0.00872124
4.36,1.0085,5.00178,0.00403974,-0.160352,-0.00172132,0.0030909,-0.00719899
4.37,1.00848,5.00182,0.00243621,-0.159737,-0.00177765,0.00307369,-0.0056329
4.38,1.00837,5.00184,0.000838839,-0.157511,-0.00181805,0.00305591,-0.00403974
4.39,1.00818,5.00185,-0.000736266,-0.153726,-0.00184241,0.00303773,-0.00243621
4.4,1.00791,5.00184,-0.00227353,-0.148455,-0.0018508,0.00301931,-0.000838839
4.41,1.00757,5.00182,-0.00375808,-0.141779,-0.00184344,0.0030008,0.000736266
4.42,1.00716,5.00178,-0.00517586,-0.133796,-0.0018207,0.00298237,0.00227353
4.43,1.00668,5.00173,-0.00651382,-0.124613,-0.00178312,0.00296416,0.00375808
4.44,1.00615,5.00167,-0.00775995,-0.114349,-0.00173136,0.00294633,0.00517586
4.45,1.00556,5.00159,-0.00890345,-0.103131,-0.00166622,0.00292901,0.00651382
4.46,1.00493,5.0015,-0.00993476,-0.0910918,-0.00158863,0.00291235,0.00775995
4.47,1.00427,5.0014,-0.0108457,-0.0783712,-0.00149959,0.00289647,0.00890345
4.48,1.00357,5.00129,-0.0116294,-0.0651124,-0.00140024,0.00288147,0.00993476
4.49,1.00286,5.00118,-0.0122805,-0.051461,-0.00129179,0.00286747,0.0108457
4.5,1.00212,5.00105,-0.0127951,-0.0375634,-0.00117549,0.00285455,0.0116294
4.51,1.00139,5.00092,-0.0131708,-0.0235652,-0.00105269,0.00284279,0.0122805
4.52,1.00065,5.00079,-0.0134064,-0.00960974,-0.000924736,0.00283227,0.0127951
4.53,0.999919,5.00066,-0.0135025,0.00416311,-0.000793029,0.00282302,0.0131708
4.54,0.999206,5.00052,-0.0134609,0.0176185,-0.000658965,0.00281509,0.0134064
4.55,0.998515,5.00039,-0.0132847,0.0306277,-0.00052394,0.0028085,0.0135025
4.56,0.997853,5.00026,-0.0129784,0.0430692,-0.000389331,0.00280326,0.0134609
4.57,0.997226,5.00013,-0.0125477,0.05483,-0.000256484,0.00279937,0.0132847
4.58,0.996639,5,-0.0119994,0.0658062,-0.0001267,0.0027968,0.0129784
4.59,0.996099,4.99988,-0.0113414,0.0759038,-1.22273e-06,0.00279554,0.0125477
4.6,0.995608,4.99977,-0.0105823,0.0850399,0.000118771,0.00279552,0.0119994
4.61,0.995172,4.99966,-0.00973192,0.0931424,0.000232185,0.00279671,0.0113414
4.62,0.994794,4.99956,-0.0088005,0.100151,0.000338008,0.00279903,0.0105823
4.63,0.994476,4.99948,-0.00779898,0.106019,0.000435327,0.00280241,0.00973192
4.64,0.99422,4.9994,-0.0067388,0.110708,0.000523332,0.00280677,0.0088005
4.65,0.994028,4.99933,-0.00563172,0.114196,0.000601322,0.002812,0.00779898
4.66,0.9939,4.99927,-0.00448975,0.116472,0.00066871,0.00281801,0.0067388
4.67,0.993836,4.99923,-0.00332503,0.117537,0.000725027,0.0028247,0.00563172
4.68,0.993836,4.9992,-0.00214966,0.117402,0.000769925,0.00283195,0.00448975
4.69,0.993899,4.99918,-0.000975639,0.116094,0.000803175,0.00283965,0.00332503
4.7,0.994023,4.99917,0.000185298,0.113646,0.000824672,0.00284768,0.00214966
4.71,0.994205,4.99917,0.00132176,0.110105,0.000834428,0.00285593,0.000975639
4.72,0.994442,4.99918,0.00242281,0.105528,0.000832575,0.00286427,-0.000185298
4.73,0.994731,4.9992,0.00347809,0.0999781,0.000819358,0.0028726,-0.00132176
4.74,0.995069,4.99924,0.00447787,0.0935302,0.00079513,0.00288079,-0.00242281
4.75,0.99545,4.99928,0.00541317,0.0862652,0.000760349,0.00288874,-0.00347809
4.76,0.99587,4.99934,0.00627582,0.0782707,0.00071557,0.00289635,-0.00447787
4.77,0.996324,4.9994,0.00705853,0.0696404,0.000661438,0.0029035,-0.00541317
4.78,0.996807,4.99947,0.00775493,0.0604724,0.00059868,0.00291012,-0.00627582
4.79,0.997313,4.99955,0.00835966,0.0508685,0.000528095,0.0029161,-0.00705853
4.8,0.997838,4.99963,0.00886834,0.0409332,0.000450546,0.00292138,-0.00775493
4.81,0.998374,4.99972,0.00927768,0.0307725,0.000366949,0.00292589,-0.00835966
4.82,0.998918,4.99981,0.0095854,0.0204926,0.000278266,0.00292956,-0.00886834
4.83,0.999462,4.99991,0.00979033,0.0101994,0.000185489,0.00293234,-0.00927768
4.84,1,5.00001,0.00989232,-3.02074e-06,8.96348e-05,0.0029342,-0.0095854
4.85,1.00053,5.00011,0.00989229,-0.0100134,-8.26846e-06,0.00293509,-0.00979033
4.86,1.00105,5.00021,0.00979216,-0.0197341,-0.000107192,0.00293501,-0.00989232
4.87,1.00154,5.0003,0.00959482,-0.029072,-0.000206115,0.00293394,-0.00989229
4.88,1.00201,5.0004,0.00930409,-0.0379398,-0.000304036,0.00293188,-0.00979216
4.89,1.00245,5.00049,0.0089247,-0.0462561,-0.000399984,0.00292884,-0.00959482
4.9,1.00286,5.00058,0.00846214,-0.0539469,-0.000493025,0.00292484,-0.00930409
4.91,1.00324,5.00067,0.00792267,-0.0609457,-0.000582272,0.00291991,-0.0089247
4.92,1.00357,5.00075,0.00731321,-0.0671945,-0.000666894,0.00291408,-0.00846214
4.93,1.00386,5.00082,0.00664127,-0.0726438,-0.00074612,0.00290741,-0.00792267
4.94,1.00411,5.00089,0.00591483,-0.0772533,-0.000819252,0.00289995,-0.00731321
4.95,1.00431,5.00094,0.00514229,-0.0809921,-0.000885665,0.00289176,-0.00664127
4.96,1.00447,5.001,0.00433237,-0.0838386,-0.000944813,0.0028829,-0.00591483
4.97,1.00457,5.00104,0.00349399,-0.085781,-0.000996236,0.00287346,-0.00514229
4.98,1.00463,5.00107,0.00263618,-0.0868169,-0.00103956,0.00286349,-0.00433237
4.99,1.00464,5.0011,0.00176801,-0.0869533,-0.0010745,0.0028531,-0.00349399
5,1.00461,5.00112,0.000898474,-0.0862062,-0.00110086,0.00284235,-0.00263618
5.01,1.00453,5.00113,3.64117e-05,-0.0846005,-0.00111854,0.00283134,-0.00176801
5.02,1.00441,5.00113,-0.000809593,-0.0821692,-0.00112753,0.00282016,-0.000898474
5.03,1.00424,5.00112,-0.00163129,-0.0789534,-0.00112789,0.00280888,-3.64117e-05
5.04,1.00404,5.0011,-0.00242082,-0.0750012,-0.00111979,0.00279761,0.000809593
5.05,1.0038,5.00108,-0.00317083,-0.0703673,-0.00110348,0.00278641,0.00163129
5.06,1.00352,5.00105,-0.0038745,-0.0651123,-0.00107927,0.00277537,0.00242082
5.07,1.00322,5.00101,-0.00452563,-0.0593019,-0.00104757,0.00276458,0.00317083
5.08,1.00289,5.00096,-0.00511865,-0.0530061,-0.00100882,0.0027541,0.0038745
5.09,1.00254,5.00091,-0.00564871,-0.0462984,-0.000963564,0.00274402,0.00452563
5.1,1.00217,5.00086,-0.00611169,-0.039255,-0.000912377,0.00273438,0.00511865
5.11,1.00179,5.00079,-0.00650424,-0.0319539,-0.00085589,0.00272526,0.00564871
5.12,1.00139,5.00073,-0.00682378,-0.0244741,-0.000794773,0.0027167,0.00611169
5.13,1.00099,5.00066,-0.00706852,-0.0168947,-0.000729731,0.00270875,0.00650424
5.14,1.00059,5.00059,-0.00723747,-0.00929433,-0.000661493,0.00270145,0.00682378
5.15,1.00019,5.00052,-0.00733041,-0.00175001,-0.000590808,0.00269484,0.00706852
5.16,0.9998,5.00045,-0.00734791,0.00566333,-0.000518433,0.00268893,0.00723747
5.17,0.999418,5.00037,-0.00729128,0.0128737,-0.000445129,0.00268375,0.00733041
5.18,0.999049,5.0003,-0.00716254,0.0198125,-0.00037165,0.00267929,0.00734791
5.19,0.998698,5.00023,-0.00696442,0.0264154,-0.000298737,0.00267558,0.00729128
5.2,0.998367,5.00016,-0.00670026,0.0326228,-0.000227112,0.00267259,0.00716254
5.21,0.998059,5.00009,-0.00637403,0.0383801,-0.000157468,0.00267032,0.00696442
5.22,0.997778,5.00003,-0.00599023,0.0436386,-9.04653e-05,0.00266874,0.00670026
5.23,0.997525,4.99997,-0.00555385,0.0483553,-2.6725e-05,0.00266784,0.00637403
5.24,0.997302,4.99991,-0.00507029,0.0524937,3.31774e-05,0.00266757,0.00599023
5.25,0.997112,4.99986,-0.00454536,0.0560235,8.87158e-05,0.0026679,0.00555385
5.26,0.996954,4.99982,-0.00398512,0.0589215,0.000139419,0.00266879,0.00507029
5.27,0.996831,4.99978,-0.00339591,0.0611708,0.000184872,0.00267019,0.00454536
5.28,0.996743,4.99974,-0.0027842,0.0627616,0.000224724,0.00267203,0.00398512
5.29,0.99669,4.99971,-0.00215658,0.0636908,0.000258683,0.00267428,0.00339591
5.3,0.996672,4.99969,-0.00151967,0.0639618,0.000286525,0.00267687,0.0027842
5.31,0.996688,4.99968,-0.000880056,0.0635847,0.00030809,0.00267973,0.00215658
5.32,0.996738,4.99967,-0.00024421,0.0625756,0.000323287,0.00268281,0.00151967
5.33,0.996821,4.99967,0.000381546,0.0609568,0.000332088,0.00268605,0.000880056
5.34,0.996934,4.99967,0.000991114,0.0587561,0.00033453,0.00268937,0.00024421
5.35,0.997076,4.99968,0.00157868,0.0560068,0.000330714,0.00269271,-0.000381546
5.36,0.997246,4.99969,0.00213874,0.0527468,0.000320803,0.00269602,-0.000991114
5.37,0.997441,4.99972,0.00266621,0.0490185,0.000305016,0.00269923,-0.00157868
5.38,0.997658,4.99974,0.0031564,0.0448681,0.000283629,0.00270228,-0.00213874
5.39,0.997896,4.99977,0.00360508,0.0403454,0.000256967,0.00270512,-0.00266621
5.4,0.99815,4.99981,0.00400853,0.0355027,0.000225403,0.00270768,-0.0031564
5.41,0.998419,4.99985,0.00436356,0.0303948,0.000189352,0.00270994,-0.00360508
5.42,0.998699,4.99989,0.00466751,0.0250781,0.000149267,0.00271183,-0.00400853
5.43,0.998988,4.99994,0.00491829,0.0196099,0.000105631,0.00271332,-0.00436356
5.44,0.999282,4.99999,0.00511439,0.0140482,5.89562e-05,0.00271438,-0.00466751
5.45,0.999577,5.00004,0.00525487,0.00845082,9.77328e-06,0.00271497,-0.00491829
5.46,0.999872,5.00009,0.00533938,0.00287481,-4.13706e-05,0.00271507,-0.00511439
5.47,1.00016,5.00015,0.00536813,-0.00262397,-9.39193e-05,0.00271465,-0.00525487
5.48,1.00045,5.0002,0.00534189,-0.00799145,-0.000147313,0.00271372,-0.00533938
5.49,1.00072,5.00025,0.00526197,-0.0131759,-0.000200994,0.00271224,-0.00536813
5.5,1.00099,5.00031,0.00513021,-0.0181284,-0.000254413,0.00271023,-0.00534189
5.51,1.00123,5.00036,0.00494893,-0.0228032,-0.000307033,0.00270769,-0.00526197
5.52,1.00147,5.00041,0.0047209,-0.0271583,-0.000358335,0.00270462,-0.00513021
5.53,1.00168,5.00046,0.00444931,-0.0311557,-0.000407824,0.00270103,-0.00494893
5.54,1.00187,5.0005,0.00413776,-0.0347617,-0.000455033,0.00269696,-0.0047209
5.55,1.00204,5.00054,0.00379014,-0.0379472,-0.000499526,0.00269241,-0.00444931
5.56,1.00219,5.00058,0.00341067,-0.040688,-0.000540904,0.00268741,-0.00413776
5.57,1.00231,5.00061,0.00300379,-0.0429648,-0.000578805,0.002682,-0.00379014
5.58,1.00241,5.00064,0.00257414,-0.0447635,-0.000612912,0.00267621,-0.00341067
5.59,1.00248,5.00067,0.0021265,-0.0460749,-0.00064295,0.00267008,-0.00300379
5.6,1.00253,5.00069,0.00166576,-0.0468952,-0.000668691,0.00266366,-0.00257414
5.61,1.00255,5.00071,0.0011968,-0.0472254,-0.000689956,0.00265697,-0.0021265
5.62,1.00254,5.00072,0.000724549,-0.0470719,-0.000706614,0.00265007,-0.00166576
5.63,1.00251,5.00073,0.000253831,-0.0464454,-0.000718582,0.002643,-0.0011968
5.64,1.00246,5.00073,-0.000210624,-0.0453616,-0.000725827,0.00263582,-0.000724549
5.65,1.00238,5.00073,-0.000664239,-0.0438403,-0.000728366,0.00262856,-0.000253831
5.66,1.00228,5.00072,-0.00110264,-0.0419054,-0.000726259,0.00262127,0.000210624
5.67,1.00216,5.00071,-0.0015217,-0.0395847,-0.000719617,0.00261401,0.000664239
5.68,1.00202,5.00069,-0.00191754,-0.0369093,-0.000708591,0.00260682,0.00110264
5.69,1.00186,5.00067,-0.00228664,-0.033913,-0.000693374,0.00259973,0.0015217
5.7,1.00169,5.00065,-0.00262577,-0.0306327,-0.000674198,0.0025928,0.00191754
5.71,1.00151,5.00063,-0.00293209,-0.027107,-0.000651332,0.00258605,0.00228664
5.72,1.00131,5.0006,-0.00320316,-0.0233764,-0.000625074,0.00257954,0.00262577
5.73,1.00111,5.00056,-0.00343693,-0.0194827,-0.000595753,0.00257329,0.00293209
5.74,1.00089,5.00053,-0.00363175,-0.0154683,-0.000563722,0.00256733,0.00320316
5.75,1.00068,5.00049,-0.00378644,-0.0113764,-0.000529352,0.0025617,0.00343693
5.76,1.00046,5.00046,-0.0039002,-0.00724952,-0.000493035,0.0025564,0.00363175
5.77,1.00024,5.00042,-0.0039727,-0.00313018,-0.00045517,0.00255147,0.00378644
5.78,1.00003,5.00038,-0.004004,0.000940291,-0.000416168,0.00254692,0.0039002
5.79,0.999816,5.00034,-0.00399459,0.00492182,-0.000376441,0.00254276,0.0039727
5.8,0.999612,5.0003,-0.00394538,0.00877604,-0.000336402,0.00253899,0.004004
5.81,0.999416,5.00026,-0.00385762,0.0124666,-0.000296456,0.00253563,0.00399459
5.82,0.99923,5.00022,-0.00373295,0.0159597,-0.000257002,0.00253267,0.00394538
5.83,0.999056,5.00018,-0.00357335,0.0192239,-0.000218426,0.0025301,0.00385762
5.84,0.998895,5.00015,-0.00338111,0.0222309,-0.000181096,0.00252791,0.00373295
5.85,0.998749,5.00011,-0.0031588,0.0249556,-0.000145363,0.0025261,0.00357335
5.86,0.998619,5.00008,-0.00290925,0.0273759,-0.000111551,0.00252465,0.00338111
5.87,0.998506,5.00005,-0.00263549,0.0294736,-7.99634e-05,0.00252353,0.0031588
5.88,0.998411,5.00002,-0.00234075,0.0312339,-5.08709e-05,0.00252273,0.00290925
5.89,0.998334,5,-0.00202841,0.0326456,-2.4516e-05,0.00252222,0.00263549
5.9,0.998276,4.99998,-0.00170196,0.0337013,-1.10848e-06,0.00252198,0.00234075
5.91,0.998237,4.99996,-0.00136495,0.0343974,1.91757e-05,0.00252197,0.00202841
5.92,0.998218,4.99995,-0.00102097,0.0347337,3.61953e-05,0.00252216,0.00170196
5.93,0.998217,4.99994,-0.000673635,0.0347139,4.98447e-05,0.00252252,0.00136495
5.94,0.998234,4.99993,-0.000326496,0.0343449,6.00544e-05,0.00252302,0.00102097
5.95,0.99827,4.99993,1.69533e-05,0.0336374,6.67908e-05,0.00252362,0.000673635
5.96,0.998322,4.99993,0.000353327,0.0326048,7.00557e-05,0.00252429,0.000326496
5.97,0.998391,4.99993,0.000679376,0.0312638,6.98862e-05,0.00252499,-1.69533e-05
5.98,0.998476,4.99994,0.000992014,0.0296338,6.63529e-05,0.00252569,-0.000353327
5.99,0.998575,4.99995,0.00128835,0.0277367,5.95592e-05,0.00252635,-0.000679376
6,0.998687,4.99996,0.00156572,0.0255967,4.9639e-05,0.00252695,-0.000992014
6.01,0.99881,4.99998,0.00182169,0.02324,3.67555e-05,0.00252744,-0.00128835
6.02,0.998944,5,0.00205409,0.0206944,2.10983e-05,0.00252781,-0.00156572
6.03,0.999086,5.00002,0.00226103,0.0179891,2.88143e-06,0.00252802,-0.00182169
6.04,0.999235,5.00004,0.00244092,0.0151544,-1.76594e-05,0.00252805,-0.00205409
6.05,0.99939,5.00006,0.00259247,0.0122213,-4.02698e-05,0.00252787,-0.00226103
6.06,0.999548,5.00009,0.00271468,0.00922134,-6.4679e-05,0.00252747,-0.00244092
6.07,0.999708,5.00012,0.00280689,0.0061859,-9.06036e-05,0.00252682,-0.00259247
6.08,0.999869,5.00015,0.00286875,0.00314631,-0.00011775,0.00252592,-0.00271468
6.09,1.00003,5.00017,0.00290021,0.000133286,-0.000145819,0.00252474,-0.00280689
6.1,1.00018,5.0002,0.00290155,-0.00282327,-0.000174507,0.00252328,-0.00286875
6.11,1.00034,5.00023,0.00287331,-0.00569459,-0.000203509,0.00252154,-0.00290021
6.12,1.00048,5.00026,0.00281637,-0.00845333,-0.000232524,0.0025195,-0.00290155
6.13,1.00062,5.00029,0.00273184,-0.0110738,-0.000261258,0.00251718,-0.00287331
6.14,1.00075,5.00032,0.0026211,-0.0135321,-0.000289421,0.00251456,-0.00281637
6.15,1.00087,5.00034,0.00248578,-0.0158066,-0.00031674,0.00251167,-0.00273184
6.16,1.00098,5.00037,0.00232771,-0.0178777,-0.000342951,0.0025085,-0.0026211
6.17,1.00108,5.00039,0.00214893,-0.0197284,-0.000367808,0.00250507,-0.00248578
6.18,1.00117,5.00041,0.00195165,-0.0213444,-0.000391086,0.00250139,-0.00232771
6.19,1.00124,5.00043,0.00173821,-0.0227136,-0.000412575,0.00249748,-0.00214893
6.2,1.0013,5.00045,0.00151107,-0.023827,-0.000432091,0.00249336,-0.00195165
