t,i,x,x',x'',e(t),integral(e(t)),d(e(t))/dt
6.21,1.00135,5.00046,0.0012728,-0.0246784,-0.000449473,0.00248904,-0.00173821
6.22,1.00138,5.00048,0.00102602,-0.025264,-0.000464584,0.00248454,-0.00151107
6.23,1.0014,5.00049,0.000773376,-0.0255832,-0.000477312,0.0024799,-0.0012728
6.24,1.00141,5.0005,0.000517544,-0.0256378,-0.000487572,0.00247512,-0.00102602
6.25,1.0014,5.0005,0.000261165,-0.0254325,-0.000495306,0.00247025,-0.000773376
6.26,1.00137,5.0005,6.8407e-06,-0.0249742,-0.000500482,0.00246529,-0.000517544
6.27,1.00134,5.0005,-0.000242902,-0.0242727,-0.000503093,0.00246029,-0.000261165
6.28,1.00129,5.0005,-0.000485629,-0.0233396,-0.000503162,0.00245526,-6.8407e-06
6.29,1.00123,5.0005,-0.000719025,-0.0221889,-0.000500733,0.00245023,0.000242902
6.3,1.00116,5.00049,-0.000940914,-0.0208366,-0.000495876,0.00244522,0.000485629
6.31,1.00108,5.00048,-0.00114928,-0.0193001,-0.000488686,0.00244026,0.000719025
6.32,1.00099,5.00047,-0.00134228,-0.0175985,-0.000479277,0.00243537,0.000940914
6.33,1.00089,5.00045,-0.00151827,-0.0157524,-0.000467784,0.00243058,0.00114928
6.34,1.00079,5.00044,-0.00167579,-0.0137832,-0.000454361,0.0024259,0.00134228
6.35,1.00068,5.00042,-0.00181362,-0.0117131,-0.000439179,0.00242136,0.00151827
6.36,1.00057,5.0004,-0.00193075,-0.0095651,-0.000422421,0.00241697,0.00167579
6.37,1.00045,5.00038,-0.0020264,-0.00736229,-0.000404285,0.00241274,0.00181362
6.38,1.00033,5.00036,-0.00210003,-0.00512802,-0.000384977,0.0024087,0.00193075
6.39,1.00022,5.00034,-0.00215131,-0.00288544,-0.000364713,0.00240485,0.0020264
6.4,1.0001,5.00032,-0.00218016,-0.000657328,-0.000343713,0.0024012,0.00210003
6.41,0.999982,5.0003,-0.00218674,0.00153413,-0.0003222,0.00239777,0.00215131
6.42,0.999869,5.00028,-0.00217139,0.00366755,-0.000300398,0.00239454,0.00218016
6.43,0.99976,5.00026,-0.00213472,0.00572257,-0.000278531,0.00239154,0.00218674
6.44,0.999655,5.00024,-0.00207749,0.00768002,-0.000256817,0.00238876,0.00217139
6.45,0.999557,5.00021,-0.00200069,0.00952206,-0.00023547,0.00238619,0.00213472
6.46,0.999466,5.00019,-0.00190547,0.0112324,-0.000214695,0.00238383,0.00207749
6.47,0.999382,5.00018,-0.00179315,0.0127964,-0.000194688,0.00238169,0.00200069
6.48,0.999307,5.00016,-0.00166518,0.0142011,-0.000175633,0.00237974,0.00190547
6.49,0.999241,5.00014,-0.00152317,0.0154355,-0.000157701,0.00237798,0.00179315
6.5,0.999184,5.00013,-0.00136882,0.0164905,-0.00014105,0.00237641,0.00166518
6.51,0.999137,5.00011,-0.00120391,0.0173589,-0.000125818,0.002375,0.00152317
6.52,0.9991,5.0001,-0.00103032,0.0180356,-0.00011213,0.00237374,0.00136882
6.53,0.999073,5.00009,-0.000849968,0.0185175,-0.000100091,0.00237262,0.00120391
6.54,0.999057,5.00008,-0.000664793,0.0188036,-8.97873e-05,0.00237161,0.00103032
6.55,0.999051,5.00007,-0.000476757,0.0188947,-8.12877e-05,0.00237072,0.000849968
6.56,0.999055,5.00007,-0.00028781,0.0187937,-7.46397e-05,0.0023699,0.000664793
6.57,0.999069,5.00007,-9.98723e-05,0.0185053,-6.98722e-05,0.00236916,0.000476757
6.58,0.999093,5.00007,8.51811e-05,0.0180361,-6.69941e-05,0.00236846,0.00028781
6.59,0.999126,5.00007,0.000265542,0.0173942,-6.59953e-05,0.00236779,9.98723e-05
6.6,0.999168,5.00007,0.000439484,0.0165894,-6.68472e-05,0.00236713,-8.51811e-05
6.61,0.999217,5.00007,0.000605378,0.015633,-6.95026e-05,0.00236646,-0.000265542
6.62,0.999275,5.00008,0.000761707,0.0145374,-7.38974e-05,0.00236577,-0.000439484
6.63,0.999338,5.00009,0.000907081,0.0133165,-7.99512e-05,0.00236503,-0.000605378
6.64,0.999408,5.0001,0.00104025,0.0119849,-8.75683e-05,0.00236423,-0.000761707
6.65,0.999483,5.00011,0.0011601,0.0105581,-9.66391e-05,0.00236335,-0.000907081
6.66,0.999562,5.00012,0.00126568,0.00905245,-0.000107042,0.00236238,-0.00104025
6.67,0.999645,5.00013,0.0013562,0.00748449,-0.000118642,0.00236131,-0.0011601
6.68,0.99973,5.00014,0.00143105,0.00587126,-0.000131299,0.00236013,-0.00126568
6.69,0.999816,5.00016,0.00148976,0.0042299,-0.000144861,0.00235882,-0.0013562
6.7,0.999903,5.00017,0.00153206,0.0025775,-0.000159172,0.00235737,-0.00143105
6.71,0.99999,5.00019,0.00155783,0.000930925,-0.000174069,0.00235577,-0.00148976
6.72,1.00008,5.0002,0.00156714,-0.000693324,-0.00018939,0.00235403,-0.00153206
6.73,1.00016,5.00022,0.00156021,-0.00227929,-0.000204968,0.00235214,-0.00155783
6.74,1.00024,5.00024,0.00153742,-0.00381171,-0.00022064,0.00235009,-0.00156714
6.75,1.00032,5.00025,0.0014993,-0.00527613,-0.000236242,0.00234788,-0.00156021
6.76,1.00039,5.00027,0.00144654,-0.0066591,-0.000251616,0.00234552,-0.00153742
6.77,1.00046,5.00028,0.00137995,-0.00794821,-0.000266609,0.00234301,-0.0014993
6.78,1.00052,5.00029,0.00130046,-0.00913226,-0.000281074,0.00234034,-0.00144654
6.79,1.00058,5.00031,0.00120914,-0.0102013,-0.000294874,0.00233753,-0.00137995
6.8,1.00063,5.00032,0.00110713,-0.0111467,-0.000307878,0.00233458,-0.00130046
6.81,1.00068,5.00033,0.000995662,-0.0119614,-0.00031997,0.0023315,-0.00120914
6.82,1.00071,5.00034,0.000876047,-0.0126397,-0.000331041,0.0023283,-0.00110713
6.83,1.00074,5.00035,0.00074965,-0.0131772,-0.000340998,0.00232499,-0.000995662
6.84,1.00076,5.00036,0.000617878,-0.0135714,-0.000349758,0.00232158,-0.000876047
6.85,1.00078,5.00036,0.000482164,-0.0138209,-0.000357255,0.00231808,-0.00074965
6.86,1.00078,5.00037,0.000343954,-0.0139262,-0.000363433,0.00231451,-0.000617878
6.87,1.00078,5.00037,0.000204693,-0.0138887,-0.000368255,0.00231088,-0.000482164
6.88,1.00077,5.00037,6.58054e-05,-0.0137119,-0.000371695,0.00230719,-0.000343954
6.89,1.00076,5.00037,-7.13133e-05,-0.0134,-0.000373742,0.00230348,-0.000204693
6.9,1.00074,5.00037,-0.000205313,-0.0129589,-0.0003744,0.00229974,-6.58054e-05
6.91,1.00071,5.00037,-0.000334903,-0.0123956,-0.000373687,0.002296,7.13133e-05
6.92,1.00067,5.00037,-0.000458858,-0.011718,-0.000371633,0.00229226,0.000205313
6.93,1.00063,5.00036,-0.000576038,-0.0109353,-0.000368284,0.00228854,0.000334903
6.94,1.00058,5.00036,-0.000685391,-0.0100574,-0.000363696,0.00228486,0.000458858
6.95,1.00053,5.00035,-0.000785965,-0.00909501,-0.000357935,0.00228122,0.000576038
6.96,1.00048,5.00034,-0.000876916,-0.00805948,-0.000351081,0.00227764,0.000685391
6.97,1.00042,5.00033,-0.00095751,-0.00696269,-0.000343222,0.00227413,0.000785965
6.98,1.00036,5.00032,-0.00102714,-0.0058169,-0.000334453,0.0022707,0.000876916
6.99,1.0003,5.00031,-0.00108531,-0.00463462,-0.000324878,0.00226736,0.00095751
7,1.00024,5.0003,-0.00113165,-0.00342848,-0.000314606,0.00226411,0.00102714
7.01,1.00017,5.00029,-0.00116594,-0.00221113,-0.000303753,0.00226096,0.00108531
7.02,1.00011,5.00028,-0.00118805,-0.000995057,-0.000292437,0.00225792,0.00113165
7.03,1.00004,5.00027,-0.001198,0.0002075,-0.000280777,0.002255,0.00116594
7.04,0.999981,5.00026,-0.00119592,0.00138468,-0.000268897,0.00225219,0.00118805
7.05,0.99992,5.00024,-0.00118208,0.0025251,-0.000256917,0.0022495,0.001198
7.06,0.999862,5.00023,-0.00115683,0.00361798,-0.000244958,0.00224693,0.00119592
7.07,0.999807,5.00022,-0.00112065,0.00465323,-0.000233137,0.00224448,0.00118208
7.08,0.999755,5.00021,-0.00107411,0.00562153,-0.000221568,0.00224215,0.00115683
7.09,0.999708,5.0002,-0.0010179,0.00651443,-0.000210362,0.00223994,0.00112065
7.1,0.999664,5.00019,-0.000952755,0.00732438,-0.000199621,0.00223783,0.00107411
7.11,0.999626,5.00018,-0.000879511,0.00804484,-0.000189442,0.00223584,0.0010179
7.12,0.999592,5.00017,-0.000799063,0.00867028,-0.000179914,0.00223394,0.000952755
7.13,0.999564,5.00016,-0.00071236,0.00919625,-0.000171119,0.00223214,0.000879511
7.14,0.999541,5.00016,-0.000620397,0.00961936,-0.000163129,0.00223043,0.000799063
7.15,0.999523,5.00015,-0.000524204,0.00993735,-0.000156005,0.0022288,0.00071236
7.16,0.999511,5.00014,-0.00042483,0.0101491,-0.000149801,0.00222724,0.000620397
7.17,0.999505,5.00014,-0.00032334,0.0102544,-0.000144559,0.00222574,0.000524204
7.18,0.999504,5.00014,-0.000220796,0.0102543,-0.000140311,0.0022243,0.00042483
7.19,0.999509,5.00013,-0.000118252,0.0101509,-0.000137077,0.00222289,0.00032334
7.2,0.999519,5.00013,-1.6743e-05,0.00994726,-0.000134869,0.00222152,0.000220796
7.21,0.999535,5.00013,8.27296e-05,0.00964726,-0.000133687,0.00222017,0.000118252
7.22,0.999555,5.00013,0.000179202,0.00925583,-0.000133519,0.00221884,1.6743e-05
7.23,0.99958,5.00014,0.00027176,0.00877866,-0.000134347,0.0022175,-8.27296e-05
7.24,0.999608,5.00014,0.000359547,0.00822223,-0.000136139,0.00221616,-0.000179202
7.25,0.999641,5.00014,0.000441769,0.00759367,-0.000138856,0.0022148,-0.00027176
7.26,0.999677,5.00015,0.000517706,0.0069007,-0.000142452,0.00221341,-0.000359547
7.27,0.999717,5.00015,0.000586713,0.00615155,-0.000146869,0.00221198,-0.000441769
7.28,0.999759,5.00016,0.000648229,0.00535484,-0.000152047,0.00221052,-0.000517706
7.29,0.999802,5.00016,0.000701777,0.00451953,-0.000157914,0.002209,-0.000586713
7.3,0.999848,5.00017,0.000746972,0.00365477,-0.000164396,0.00220742,-0.000648229
7.31,0.999895,5.00018,0.00078352,0.00276986,-0.000171414,0.00220577,-0.000701777
7.32,0.999942,5.00019,0.000811219,0.00187411,-0.000178883,0.00220406,-0.000746972
7.33,0.999989,5.00019,0.00082996,0.00097675,-0.000186719,0.00220227,-0.00078352
7.34,1.00004,5.0002,0.000839727,8.68683e-05,-0.000194831,0.0022004,-0.000811219
7.35,1.00008,5.00021,0.000840596,-0.000786705,-0.00020313,0.00219845,-0.00082996
7.36,1.00013,5.00022,0.000832729,-0.00163547,-0.000211528,0.00219642,-0.000839727
7.37,1.00017,5.00023,0.000816374,-0.00245135,-0.000219934,0.00219431,-0.000840596
7.38,1.00021,5.00024,0.000791861,-0.00322673,-0.000228261,0.00219211,-0.000832729
7.39,1.00025,5.00024,0.000759594,-0.00395458,-0.000236425,0.00218983,-0.000816374
7.4,1.00029,5.00025,0.000720048,-0.00462847,-0.000244343,0.00218746,-0.000791861
7.41,1.00032,5.00026,0.000673763,-0.00524264,-0.000251939,0.00218502,-0.000759594
7.42,1.00035,5.00027,0.000621337,-0.00579203,-0.00025914,0.0021825,-0.000720048
7.43,1.00037,5.00027,0.000563416,-0.00627236,-0.000265877,0.00217991,-0.000673763
7.44,1.0004,5.00028,0.000500693,-0.00668011,-0.000272091,0.00217725,-0.000621337
7.45,1.00041,5.00028,0.000433892,-0.00701257,-0.000277725,0.00217453,-0.000563416
7.46,1.00043,5.00029,0.000363766,-0.00726782,-0.000282732,0.00217175,-0.000500693
7.47,1.00044,5.00029,0.000291088,-0.00744479,-0.000287071,0.00216892,-0.000433892
7.48,1.00044,5.00029,0.00021664,-0.00754321,-0.000290708,0.00216605,-0.000363766
7.49,1.00044,5.0003,0.000141208,-0.00756359,-0.000293619,0.00216314,-0.000291088
7.5,1.00044,5.0003,6.55717e-05,-0.00750724,-0.000295786,0.00216021,-0.00021664
7.51,1.00044,5.0003,-9.50068e-06,-0.00737622,-0.000297198,0.00215725,-0.000141208
7.52,1.00043,5.0003,-8.32629e-05,-0.00717328,-0.000297853,0.00215428,-6.55717e-05
7.53,1.00041,5.0003,-0.000154996,-0.00690188,-0.000297758,0.0021513,9.50068e-06
7.54,1.00039,5.0003,-0.000224014,-0.00656607,-0.000296926,0.00214832,8.32629e-05
7.55,1.00037,5.00029,-0.000289675,-0.00617049,-0.000295376,0.00214535,0.000154996
7.56,1.00035,5.00029,-0.00035138,-0.00572029,-0.000293136,0.0021424,0.000224014
7.57,1.00032,5.00029,-0.000408583,-0.00522108,-0.000290239,0.00213947,0.000289675
7.58,1.0003,5.00028,-0.000460794,-0.00467883,-0.000286725,0.00213657,0.00035138
7.59,1.00026,5.00028,-0.000507582,-0.00409986,-0.000282639,0.0021337,0.000408583
7.6,1.00023,5.00027,-0.000548581,-0.00349072,-0.000278031,0.00213087,0.000460794
7.61,1.0002,5.00027,-0.000583488,-0.00285814,-0.000272956,0.00212809,0.000507582
7.62,1.00016,5.00026,-0.000612069,-0.00220895,-0.00026747,0.00212536,0.000548581
7.63,1.00013,5.00026,-0.000634159,-0.00155003,-0.000261635,0.00212269,0.000583488
7.64,1.0001,5.00025,-0.000649659,-0.000888203,-0.000255514,0.00212007,0.000612069
7.65,1.00006,5.00024,-0.000658541,-0.000230212,-0.000249173,0.00211752,0.000634159
7.66,1.00003,5.00024,-0.000660843,0.000417386,-0.000242676,0.00211502,0.000649659
7.67,0.999992,5.00023,-0.000656669,0.00104826,-0.000236091,0.0021126,0.000658541
7.68,0.99996,5.00022,-0.000646187,0.00165638,-0.000229482,0.00211024,0.000660843
7.69,0.999929,5.00022,-0.000629623,0.00223605,-0.000222915,0.00210794,0.000656669
7.7,0.9999,5.00021,-0.000607262,0.00278197,-0.000216454,0.00210571,0.000646187
7.71,0.999873,5.0002,-0.000579443,0.0032893,-0.000210157,0.00210355,0.000629623
7.72,0.999848,5.0002,-0.00054655,0.00375367,-0.000204085,0.00210145,0.000607262
7.73,0.999826,5.00019,-0.000509013,0.00417124,-0.00019829,0.00209941,0.000579443
7.74,0.999806,5.00019,-0.0004673,0.00453869,-0.000192825,0.00209742,0.00054655
7.75,0.999789,5.00018,-0.000421914,0.00485329,-0.000187735,0.00209549,0.000509013
7.76,0.999775,5.00018,-0.000373381,0.0051129,-0.000183062,0.00209362,0.0004673
7.77,0.999764,5.00018,-0.000322252,0.00531596,-0.000178843,0.00209179,0.000421914
7.78,0.999756,5.00017,-0.000269092,0.00546153,-0.000175109,0.00209,0.000373381
7.79,0.999751,5.00017,-0.000214477,0.00554923,-0.000171886,0.00208825,0.000322252
7.8,0.999749,5.00017,-0.000158985,0.00557932,-0.000169195,0.00208653,0.000269092
7.81,0.99975,5.00017,-0.000103191,0.00555259,-0.000167051,0.00208484,0.000214477
7.82,0.999754,5.00016,-4.76654e-05,0.00547042,-0.000165461,0.00208317,0.000158985
7.83,0.999761,5.00016,7.03878e-06,0.00533471,-0.000164429,0.00208151,0.000103191
7.84,0.99977,5.00016,6.03859e-05,0.00514785,-0.000163952,0.00207987,4.76654e-05
7.85,0.999782,5.00016,0.000111864,0.00491272,-0.000164023,0.00207823,-7.03878e-06
7.86,0.999797,5.00017,0.000160992,0.00463262,-0.000164626,0.00207659,-6.03859e-05
7.87,0.999814,5.00017,0.000207318,0.00431124,-0.000165745,0.00207494,-0.000111864
7.88,0.999832,5.00017,0.00025043,0.00395261,-0.000167355,0.00207328,-0.000160992
7.89,0.999853,5.00017,0.000289956,0.00356108,-0.000169428,0.00207161,-0.000207318
7.9,0.999875,5.00017,0.000325567,0.00314122,-0.000171932,0.00206992,-0.00025043
7.91,0.999898,5.00018,0.000356979,0.00269781,-0.000174832,0.0020682,-0.000289956
7.92,0.999922,5.00018,0.000383957,0.00223578,-0.000178088,0.00206645,-0.000325567
7.93,0.999947,5.00019,0.000406315,0.00176015,-0.000181657,0.00206467,-0.000356979
7.94,0.999973,5.00019,0.000423917,0.00127597,-0.000185497,0.00206285,-0.000383957
7.95,0.999999,5.00019,0.000436676,0.000788285,-0.00018956,0.002061,-0.000406315
7.96,1.00002,5.0002,0.000444559,0.000302093,-0.000193799,0.0020591,-0.000423917
7.97,1.00005,5.0002,0.00044758,-0.000177738,-0.000198166,0.00205716,-0.000436676
7.98,1.00007,5.00021,0.000445803,-0.00064649,-0.000202612,0.00205518,-0.000444559
7.99,1.0001,5.00021,0.000439338,-0.00109965,-0.000207087,0.00205315,-0.00044758
8,1.00012,5.00022,0.000428341,-0.00153294,-0.000211546,0.00205108,-0.000445803
8.01,1.00014,5.00022,0.000413012,-0.00194239,-0.000215939,0.00204897,-0.000439338
8.02,1.00016,5.00022,0.000393588,-0.00232431,-0.000220222,0.00204681,-0.000428341
8.03,1.00018,5.00023,0.000370345,-0.00267539,-0.000224352,0.00204461,-0.000413012
8.04,1.0002,5.00023,0.000343591,-0.00299268,-0.000228288,0.00204236,-0.000393588
8.05,1.00021,5.00024,0.000313664,-0.00327362,-0.000231992,0.00204008,-0.000370345
8.06,1.00023,5.00024,0.000280928,-0.0035161,-0.000235428,0.00203776,-0.000343591
8.07,1.00024,5.00024,0.000245767,-0.0037184,-0.000238564,0.00203541,-0.000313664
8.08,1.00025,5.00024,0.000208583,-0.00387926,-0.000241374,0.00203302,-0.000280928
8.09,1.00025,5.00025,0.00016979,-0.00399785,-0.000243831,0.00203061,-0.000245767
8.1,1.00026,5.00025,0.000129812,-0.00407381,-0.000245917,0.00202817,-0.000208583
8.11,1.00026,5.00025,8.90737e-05,-0.00410717,-0.000247615,0.00202571,-0.00016979
8.12,1.00026,5.00025,4.8002e-05,-0.00409844,-0.000248913,0.00202323,-0.000129812
8.13,1.00026,5.00025,7.01763e-06,-0.00404851,-0.000249804,0.00202074,-8.90737e-05
8.14,1.00025,5.00025,-3.34674e-05,-0.00395868,-0.000250284,0.00201825,-4.8002e-05
8.15,1.00025,5.00025,-7.30542e-05,-0.00383063,-0.000250354,0.00201574,-7.01763e-06
8.16,1.00024,5.00025,-0.000111361,-0.0036664,-0.000250019,0.00201324,3.34674e-05
8.17,1.00023,5.00025,-0.000148025,-0.00346833,-0.000249289,0.00201074,7.30542e-05
8.18,1.00021,5.00025,-0.000182708,-0.00323909,-0.000248175,0.00200825,0.000111361
8.19,1.0002,5.00024,-0.000215099,-0.00298158,-0.000246695,0.00200576,0.000148025
8.2,1.00019,5.00024,-0.000244914,-0.00269896,-0.000244868,0.0020033,0.000182708
8.21,1.00017,5.00024,-0.000271904,-0.00239456,-0.000242717,0.00200085,0.000215099
8.22,1.00015,5.00024,-0.00029585,-0.00207187,-0.000240268,0.00199842,0.000244914
8.23,1.00014,5.00023,-0.000316568,-0.0017345,-0.000237549,0.00199602,0.000271904
8.24,1.00012,5.00023,-0.000333913,-0.00138615,-0.00023459,0.00199364,0.00029585
8.25,1.0001,5.00023,-0.000347775,-0.00103053,-0.000231425,0.0019913,0.000316568
8.26,1.00008,5.00022,-0.00035808,-0.000671369,-0.000228085,0.00198898,0.000333913
8.27,1.00006,5.00022,-0.000364794,-0.000312366,-0.000224608,0.0019867,0.000347775
8.28,1.00004,5.00022,-0.000367918,4.28658e-05,-0.000221027,0.00198446,0.00035808
8.29,1.00002,5.00021,-0.000367489,0.000390816,-0.000217379,0.00198225,0.000364794
8.3,1,5.00021,-0.000363581,0.000728116,-0.0002137,0.00198007,0.000367918
8.31,0.999988,5.00021,-0.0003563,0.00105157,-0.000210025,0.00197794,0.000367489
8.32,0.999971,5.0002,-0.000345784,0.00135819,-0.000206389,0.00197583,0.000363581
8.33,0.999956,5.0002,-0.000332202,0.0016452,-0.000202826,0.00197377,0.0003563
8.34,0.999942,5.0002,-0.00031575,0.0019101,-0.000199368,0.00197174,0.000345784
8.35,0.999929,5.00019,-0.000296649,0.00215063,-0.000196046,0.00196975,0.000332202
8.36,0.999917,5.00019,-0.000275143,0.00236484,-0.000192889,0.00196779,0.00031575
8.37,0.999907,5.00019,-0.000251494,0.00255109,-0.000189922,0.00196586,0.000296649
8.38,0.999899,5.00018,-0.000225983,0.00270804,-0.000187171,0.00196396,0.000275143
8.39,0.999892,5.00018,-0.000198903,0.00283466,-0.000184656,0.00196209,0.000251494
8.4,0.999887,5.00018,-0.000170556,0.00293028,-0.000182396,0.00196024,0.000225983
8.41,0.999883,5.00018,-0.000141254,0.00299452,-0.000180407,0.00195842,0.000198903
8.42,0.999881,5.00018,-0.000111308,0.00302735,-0.000178701,0.00195661,0.000170556
8.43,0.999881,5.00018,-8.10349e-05,0.00302903,-0.000177289,0.00195483,0.000141254
8.44,0.999882,5.00018,-5.07446e-05,0.00300017,-0.000176176,0.00195305,0.000111308
8.45,0.999885,5.00017,-2.07429e-05,0.00294163,-0.000175365,0.00195129,8.10349e-05
8.46,0.999889,5.00017,8.67334e-06,0.00285458,-0.000174858,0.00194954,5.07446e-05
8.47,0.999895,5.00017,3.72191e-05,0.00274044,-0.000174651,0.00194779,2.07429e-05
8.48,0.999902,5.00018,6.46235e-05,0.0026009,-0.000174737,0.00194604,-8.67334e-06
8.49,0.999911,5.00018,9.06326e-05,0.00243785,-0.000175109,0.0019443,-3.72191e-05
8.5,0.99992,5.00018,0.000115011,0.00225339,-0.000175756,0.00194255,-6.46235e-05
8.51,0.999931,5.00018,0.000137545,0.00204979,-0.000176662,0.00194079,-9.06326e-05
8.52,0.999943,5.00018,0.000158043,0.00182948,-0.000177812,0.00193902,-0.000115011
8.53,0.999955,5.00018,0.000176338,0.00159499,-0.000179188,0.00193724,-0.000137545
8.54,0.999968,5.00018,0.000192288,0.00134897,-0.000180768,0.00193545,-0.000158043
8.55,0.999981,5.00018,0.000205777,0.00109412,-0.000182531,0.00193364,-0.000176338
8.56,0.999995,5.00019,0.000216718,0.000833173,-0.000184454,0.00193182,-0.000192288
8.57,1.00001,5.00019,0.00022505,0.00056889,-0.000186512,0.00192997,-0.000205777
8.58,1.00002,5.00019,0.000230739,0.000303997,-0.000188679,0.00192811,-0.000216718
8.59,1.00004,5.00019,0.000233779,4.11759e-05,-0.00019093,0.00192622,-0.00022505
8.6,1.00005,5.0002,0.000234191,-0.000216962,-0.000193237,0.00192431,-0.000230739
8.61,1.00006,5.0002,0.000232021,-0.000467904,-0.000195575,0.00192238,-0.000233779
8.62,1.00008,5.0002,0.000227342,-0.000709257,-0.000197917,0.00192042,-0.000234191
8.63,1.00009,5.0002,0.00022025,-0.000938773,-0.000200237,0.00191845,-0.000232021
8.64,1.0001,5.0002,0.000210862,-0.00115436,-0.00020251,0.00191644,-0.000227342
8.65,1.00011,5.00021,0.000199318,-0.00135413,-0.000204713,0.00191442,-0.00022025
8.66,1.00012,5.00021,0.000185777,-0.00153635,-0.000206822,0.00191237,-0.000210862
8.67,1.00013,5.00021,0.000170414,-0.00169953,-0.000208815,0.0019103,-0.000199318
8.68,1.00014,5.00021,0.000153418,-0.0018424,-0.000210673,0.00190821,-0.000185777
8.69,1.00014,5.00021,0.000134994,-0.0019639,-0.000212377,0.00190611,-0.000170414
8.7,1.00015,5.00022,0.000115355,-0.00206322,-0.000213911,0.00190398,-0.000153418
8.71,1.00015,5.00022,9.4723e-05,-0.00213979,-0.000215261,0.00190184,-0.000134994
8.72,1.00016,5.00022,7.33251e-05,-0.00219328,-0.000216414,0.00189969,-0.000115355
8.73,1.00016,5.00022,5.13924e-05,-0.00222358,-0.000217362,0.00189753,-9.4723e-05
8.74,1.00016,5.00022,2.91565e-05,-0.00223085,-0.000218095,0.00189535,-7.33251e-05
8.75,1.00016,5.00022,6.84801e-06,-0.00221546,-0.000218609,0.00189317,-5.13924e-05
8.76,1.00015,5.00022,-1.53066e-05,-0.002178,-0.0002189,0.00189099,-2.91565e-05
8.77,1.00015,5.00022,-3.70866e-05,-0.00211927,-0.000218969,0.0018888,-6.84801e-06
8.78,1.00015,5.00022,-5.82792e-05,-0.00204027,-0.000218816,0.00188661,1.53066e-05
8.79,1.00014,5.00022,-7.8682e-05,-0.00194221,-0.000218445,0.00188442,3.70866e-05
8.8,1.00014,5.00022,-9.81041e-05,-0.00182643,-0.000217862,0.00188224,5.82792e-05
8.81,1.00013,5.00022,-0.000116368,-0.00169444,-0.000217075,0.00188006,7.8682e-05
8.82,1.00012,5.00021,-0.000133313,-0.0015479,-0.000216094,0.00187789,9.81041e-05
8.83,1.00011,5.00021,-0.000148792,-0.00138855,-0.000214931,0.00187573,0.000116368
8.84,1.0001,5.00021,-0.000162677,-0.00121826,-0.000213597,0.00187358,0.000133313
8.85,1.0001,5.00021,-0.00017486,-0.00103895,-0.000212109,0.00187144,0.000148792
8.86,1.00009,5.00021,-0.000185249,-0.000852608,-0.000210483,0.00186932,0.000162677
8.87,1.00008,5.00021,-0.000193775,-0.00066125,-0.000208734,0.00186721,0.00017486
8.88,1.00006,5.0002,-0.000200388,-0.000466902,-0.000206882,0.00186513,0.000185249
8.89,1.00005,5.0002,-0.000205057,-0.000271581,-0.000204944,0.00186306,0.000193775
8.9,1.00004,5.0002,-0.000207773,-7.72773e-05,-0.00020294,0.00186101,0.000200388
8.91,1.00003,5.0002,-0.000208545,0.00011407,-0.000200889,0.00185898,0.000205057
8.92,1.00002,5.0002,-0.000207405,0.000300588,-0.000198812,0.00185697,0.000207773
8.93,1.00001,5.00019,-0.000204399,0.00048049,-0.000196726,0.00185498,0.000208545
8.94,1.00001,5.00019,-0.000199594,0.000652088,-0.000194652,0.00185302,0.000207405
8.95,0.999997,5.00019,-0.000193073,0.000813814,-0.000192608,0.00185107,0.000204399
8.96,0.999989,5.00019,-0.000184935,0.000964226,-0.000190612,0.00184914,0.000199594
8.97,0.999981,5.00019,-0.000175293,0.00110203,-0.000188682,0.00184724,0.000193073
8.98,0.999974,5.00019,-0.000164272,0.00122607,-0.000186832,0.00184535,0.000184935
8.99,0.999969,5.00018,-0.000152012,0.00133538,-0.000185079,0.00184348,0.000175293
9,0.999964,5.00018,-0.000138658,0.00142912,-0.000183437,0.00184163,0.000164272
9.01,0.999959,5.00018,-0.000124367,0.00150666,-0.000181916,0.0018398,0.000152012
9.02,0.999956,5.00018,-0.0001093,0.00156753,-0.00018053,0.00183798,0.000138658
9.03,0.999953,5.00018,-9.36247e-05,0.00161144,-0.000179286,0.00183617,0.000124367
9.04,0.999952,5.00018,-7.75103e-05,0.00163827,-0.000178193,0.00183438,0.0001093
9.05,0.999951,5.00018,-6.11277e-05,0.00164808,-0.000177257,0.0018326,9.36247e-05
9.06,0.999951,5.00018,-4.46469e-05,0.0016411,-0.000176482,0.00183082,7.75103e-05
9.07,0.999953,5.00018,-2.82359e-05,0.00161772,-0.000175871,0.00182906,6.11277e-05
9.08,0.999955,5.00018,-1.20587e-05,0.00157851,-0.000175424,0.0018273,4.46469e-05
9.09,0.999957,5.00018,3.72641e-06,0.00152415,-0.000175142,0.00182555,2.82359e-05
9.1,0.999961,5.00018,1.89679e-05,0.0014555,-0.000175021,0.0018238,1.20587e-05
9.11,0.999965,5.00018,3.3523e-05,0.00137352,-0.000175058,0.00182204,-3.72641e-06
9.12,0.99997,5.00018,4.72581e-05,0.00127928,-0.000175248,0.00182029,-1.89679e-05
9.13,0.999975,5.00018,6.00509e-05,0.00117399,-0.000175583,0.00181854,-3.3523e-05
9.14,0.999981,5.00018,7.17909e-05,0.00105892,-0.000176056,0.00181679,-4.72581e-05
9.15,0.999988,5.00018,8.238e-05,0.000935407,-0.000176656,0.00181503,-6.00509e-05
9.16,0.999995,5.00018,9.17341e-05,0.00080487,-0.000177374,0.00181326,-7.17909e-05
